 15000   0.2298616782E+00   0.4882882517E-01  -0.1619689336E+00   0.7498862979E-10
 15000   0.1444537769E+00   0.3854040894E-01  -0.1438389239E+00  -0.3732731746E-11
 15000   0.2083857686E+00   0.2997608850E-01  -0.1405993862E+00  -0.5957404246E-12
 15000   0.2941428938E+00   0.2371304846E-01  -0.1371113951E+00   0.1240090244E-10
 15000   0.3873285617E+00   0.2066568630E-01  -0.1348709785E+00   0.1513065046E-10
 15000   0.4838641319E+00   0.1979230177E-01  -0.1339837405E+00  -0.6673786142E-11
 15000   0.5821121892E+00   0.1980820654E-01  -0.1336844046E+00  -0.5331280239E-10
 15000   0.6782920324E+00   0.2044358092E-01  -0.1331449279E+00  -0.9834918110E-10
 15000   0.8578570352E+00   0.2341697731E-01  -0.1299572402E+00   0.9709598634E-10
 15000   0.9319847958E+00   0.2608832747E-01  -0.1258334788E+00   0.3483269230E-09
 15000   0.1017271447E+01   0.2827024420E-01  -0.1241345201E+00   0.4821816385E-09
 15000   0.1151249054E+01   0.3589250649E-01  -0.1156849900E+00  -0.4538437313E-10
 15000   0.1237899455E+01   0.4893187137E-01  -0.1031852723E+00  -0.4898488524E-09
 15000   0.1269474163E+01   0.7030935673E-01  -0.8998739647E-01  -0.3698582430E-09
 15000   0.1145246310E+01   0.1130691382E+00  -0.8081902557E-01   0.4880348270E-10
