 15000  -0.4039069058E+00   0.6596338173E-01  -0.1598356622E-01  -0.9315877965E-10
 15000  -0.1741509189E+00   0.3153748488E-01  -0.6140676376E-01  -0.3207104224E-11
 15000  -0.6861155106E-01   0.2195260833E-01  -0.6320915339E-01  -0.5022187690E-12
 15000   0.3527575712E-01   0.1650050222E-01  -0.6234394415E-01  -0.6743932920E-13
 15000   0.1377160694E+00   0.1434753213E-01  -0.6145557096E-01  -0.3935315480E-13
 15000   0.2365630980E+00   0.1467797107E-01  -0.5982614691E-01   0.5730298930E-14
 15000   0.3376523099E+00   0.1467152172E-01  -0.5901521225E-01   0.7662792509E-13
 15000   0.4349528296E+00   0.1599334448E-01  -0.5716073611E-01   0.1784180678E-12
 15000   0.6127826981E+00   0.2586881246E-01  -0.4975436413E-01  -0.5199469146E-11
 15000   0.6889066920E+00   0.3654551715E-01  -0.4441924237E-01  -0.3403515521E-10
 15000   0.7569729504E+00   0.5189917615E-01  -0.4289389906E-01  -0.1168821806E-09
 15000   0.8990897712E+00   0.1165871065E+00  -0.1208238637E+00  -0.1040455531E-08
 15000   0.9250504940E+00   0.1341580200E+00  -0.6159038761E-01  -0.1005869899E-08
 15000   0.5209170190E+00   0.1350171921E+00  -0.1076603789E+00   0.2369647182E-07
 15000   0.9756499638E+00   0.2136178957E+00  -0.4393127510E-01  -0.7124061883E-07
